Codigo,Calle,Latitudes,Longitudes,CODIGO ESRI,Name,Nombre,SIgla,ProPIedad,DAP,Altura,Radio,Estado,PODA,TratamIento,PRIORIDAD TRATAMIENTO,TAZA,FísIco,Hongos,Insectos,VIrus/BacterIa,OBSERVACIONES,N° REBROTES,
167AP09,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,27,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
167AP10,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,20,6,1,Malo,NO APLICA,CORTA,1,NO,,,,,,,
167AP11,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,30,6,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
167AP12,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,29,6,"0,5",Malo,NO APLICA,CORTA,1,NO,,,,,descortezado,,
167AP13,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,47,6,"2,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
167AP14,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,62,7,3,Regular,PODA,MANTENCION,3,NO,,,,,,,
166AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,34,5,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP02,MEXICO NORTE,,,,AIlantus,,,CEM,33,7,"3,5",Regular,PODA,MANTENCION,1,NO,,,,,desmochar,,
166AP03,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,27,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP04,MEXICO NORTE,,,,AIlantus,,,CEM,24,5,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP05,MEXICO NORTE,,,,AIlantus,,,CEM,15,5,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP06,MEXICO NORTE,,,,AIlantus,,,CEM,32,5,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP07,MEXICO NORTE,,,,AIlantus,,,CEM,20,5,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP08,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,31,"5,5",2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP09,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,31,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP10,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,32,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
166AP11,MEXICO NORTE,,,,Naranjo,,,CEM,1,1,"0,5",Bueno,PODA,MANTENCION,4,NO,,,,,,,
166AP12,MEXICO NORTE,,,,ACER,,,CEM,22,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP01,MEXICO NORTE,,,,Palmera canarIa,,,CEM,10,1,"0,5",Bueno,PODA,MANTENCION,4,NO,,,,,,,
165AP02,MEXICO NORTE,,,,MaIten,,,CEM,2,"1,5","0,5",Bueno,PODA,FORMACION,5,NO,,,,,,,
165AP03,MEXICO NORTE,,,,MaIten,,,CEM,2,"1,5","0,5",Bueno,PODA,FORMACION,5,NO,,,,,,,
165AP04,MEXICO NORTE,,,,MOLLE,,,CEM,5,2,"0,5",Bueno,PODA,FORMACION,5,NO,,,,,,,
165AP05,MEXICO NORTE,,,,CIruelo rojo,,,CEM,1,"1,5","0,2",Regular,NO APLICA,CORTA,1,NO,,,,,,,
165AP06,MEXICO NORTE,,,,ACER,,,CEM,1,"1,5","0,2",Bueno,NO APLICA,MANTENCION,1,NO,,,,,TUTOR,,
165AP07,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,28,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP08,MEXICO NORTE,,,,CIruelo verde,,,CEM,12,3,1,Regular,PODA,FORMACION,2,NO,,,,,,,
165AP09,MEXICO NORTE,,,,HACER NN,,,CEM,3,2,"0,5",Bueno,PODA,FORMACION,4,NO,,,,,,,
165AP10,MEXICO NORTE,,,,CIruelo rojo,,,CEM,15,2,"1,5",Bueno,PODA,FORMACION,3,NO,,,,,,,
165AP11,MEXICO NORTE,,,,CIruelo rojo,,,CEM,5,"1,8","0,5",Regular,NO APLICA,CORTA,3,NO,,,,,CONTRL DE REBROTES,,
165AP12,MEXICO NORTE,,,,NN CIRUELO,,,CEM,8,"1,8","0,5",Regular,NO APLICA,FORMACION,4,NO,,,,,,,
165AP13,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,37,6,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP14,MEXICO NORTE,,,,AROMO CHILENO,,,CEM,44,6,"2,5",Regular,PODA,MANTENCION,1,NO,,,,,,,
165AP15,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,35,6,2,Malo,NO APLICA,CORTA,1,NO,,,,,EVALUACION,,
165AP16,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,35,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP17,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,32,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP18,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,49,6,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
165AP19,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,30,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP01,MEXICO NORTE,,,,ACER,,,CEM,19,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP02,MEXICO NORTE,,,,CIruelo verde,,,CEM,8,3,1,Bueno,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
164AP03,MEXICO NORTE,,,,ACER,,,CEM,25,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP04,MEXICO NORTE,,,,ACER,,,CEM,0,0,0,Malo,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
164AP05,MEXICO NORTE,,,,AIlantus,,,CEM,25,6,2,Regular,NO APLICA,CORTA,3,NO,,,,,,,
164AP06,MEXICO NORTE,,,,LIgustro,,,CEM,8,4,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
164AP07,MEXICO NORTE,,,,AIlantus,,,CEM,8,4,"0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP08,MEXICO NORTE,,,,PItosPoro,,,CEM,2,4,"0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP09,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,33,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
164AP10,MEXICO NORTE,,,,CIruelo verde,,,CEM,5,3,1,Regular,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
164AP11,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,28,6,2,Malo,NO APLICA,CORTA,1,NO,,,,,EVALUAR ANTES,,
164AP12,MEXICO NORTE,,,,HACER NN,,,CEM,4,"1,8","0,5",Malo,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
164AP13,MEXICO NORTE,,,,ACER,,,CEM,22,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,42,7,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP02,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,40,7,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP03,MEXICO NORTE,,,,AIlantus,,,CEM,57,8,"3,5",Regular,PODA,MANTENCION,2,NO,,,,,GANCHOS INSECTOS,,
163AP04,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,24,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP05,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,30,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP06,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,37,6,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
163AP07,MEXICO NORTE,,,,CIruelo rojo,,,CEM,10,4,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
163AP08,MEXICO NORTE,,,,CIruelo rojo,,,CEM,10,4,0,Malo,NO APLICA,CORTA,1,NO,,,,,EVALUAR ANTES,,
162AP01,MEXICO NORTE,,,,AIlantus,,,CEM,13,7,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP02,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,38,6,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP03,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,28,6,2,Bueno,PODA,MANTENCION,2,NO,,,,,GANCHOS INSECTOS,,
162AP04,MEXICO NORTE,,,,AIlantus,,,CEM,48,8,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP05,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,11,"3,5",1,Bueno,PODA,MANTENCION,4,NO,,,,,,,
162AP06,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,32,5,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP07,MEXICO NORTE,,,,PIMIENTO,,,CEM,15,"3,5","1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP08,MEXICO NORTE,,,,ACER,,,CEM,13,"1,8",0,Malo,NO APLICA,CORTA,1,NO,,,,,,,
162AP09,MEXICO NORTE,,,,AIlantus,,,CEM,17,7,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
162AP10,MEXICO NORTE,,,,AIlantus,,,CEM,39,8,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP01,MEXICO NORTE,,,,AIlantus,,,CEM,29,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP02,MEXICO NORTE,,,,AIlantus,,,CEM,15,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP03,MEXICO NORTE,,,,AIlantus,,,CEM,10,5,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP04,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,36,7,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP05,MEXICO NORTE,,,,AIlantus,,,CEM,44,8,"3,5",Regular,PODA,MANTENCION,2,NO,,,,,GANCHOS INSECTOS,,
161AP06,MEXICO NORTE,,,,AIlantus,,,CEM,49,8,"3,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP07,MEXICO NORTE,,,,AIlantus,,,CEM,42,8,"3,5",REGULAR,PODA,MANTENCION,2,NO,,,,,GANCHOS INSECTOS,,
161AP08,MEXICO NORTE,,,,AIlantus,,,CEM,25,7,2,REGULAR,PODA,MANTENCION,2,NO,,,,,GANCHOS INSECTOS,,
161AP09,MEXICO NORTE,,,,CIruelo verde,,,CEM,7,3,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
161AP10,MEXICO NORTE,,,,AIlantus,,,CEM,29,7,"2,5",REGULAR,PODA,MANTENCION,2,NO,,,,,,,
154AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,34,5,"2,5",Malo,NO APLICA,CORTA,1,NO,,,,,EVALUACION ANTES,,
154AP02,MEXICO NORTE,,,,CIruelo verde,,,CEM,18,"2,5",1,Regular,PODA,MANTENCION,2,NO,,,,,,,
154AP03,MEXICO NORTE,,,,FRESNO,,,SePultura,6,"3,5",1,Regular,NO APLICA,EXTRACCION,2,NO,,,,,,,
154AP04,MEXICO NORTE,,,,CIruelo verde,,,CEM,12,3,0,Malo,NO APLICA,CORTA,1,NO,,,,,,,
154AP05,MEXICO NORTE,,,,AIlantus,,,CEM,47,8,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
154AP06,MEXICO NORTE,,,,ACER,,,CEM,9,4,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
154AP07,MEXICO NORTE,,,,CIruelo verde,,,CEM,18,4,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
154AP08,MEXICO NORTE,,,,AIlantus,,,CEM,17,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
154AP09,MEXICO NORTE,,,,AIlantus,,,CEM,39,7,"3,5",Regular,PODA,MANTENCION,2,NO,,,,,PUDRICION CENTRAL,,
154AP10,MEXICO NORTE,,,,CIruelo verde,,,CEM,34,2,1,Regular,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
154AP11,MEXICO NORTE,,,,AIlantus,,,CEM,41,7,3,Regular,PODA,MANTENCION,2,NO,,,,,,,
154AP12,MEXICO NORTE,,,,CIruelo verde,,,CEM,4,"3,5","1,5",Regular,PODA,MANTENCION,3,NO,,,,,CONTROL DE REBROTES,,
153O_AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,6,"1,8","0,5",Bueno,PODA,MANTENCION,4,NO,,,,,,,
153O_AP02,MEXICO NORTE,,,,ACER,,,CEM,11,4,1,Regular,PODA,MANTENCION,3,NO,,,,,,,
153O_AP03,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,26,5,"0,5",Malo,NO APLICA,CORTA,1,NO,,,,,,,
153O_AP04,MEXICO NORTE,,,,CIruelo verde,,,CEM,16,4,"1,4",Regular,PODA,MANTENCION,3,NO,,,,,,,
153O_AP05,MEXICO NORTE,,,,CIruelo verde,,,CEM,15,4,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
153O_AP06,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,28,6,"1,5",Regular,PODA,MANTENCION,1,NO,,,,,,,
153O_AP07,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,35,5,2,Regular,PODA,MANTENCION,3,NO,,,,,,,
153P_AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,34,6,"2,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
153P_AP02,MEXICO NORTE,,,,AIlantus,,,CEM,48,4,6,Regular,PODA,MANTENCION,2,NO,,,,,,,
153P_AP03,MEXICO NORTE,,,,PItosPoro,,,CEM,2,"1,8",1,Bueno,PODA,MANTENCION,1,NO,,,,,,,
153P_AP04,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,34,6,2,Regular,PODA,MANTENCION,2,NO,,,,,,,
153P_AP05,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,15,2,0,Malo,NO APLICA,CORTA,1,NO,,,,,,,
153P_AP06,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,34,5,2,Regular,PODA,MANTENCION,2,NO,,,,,,,
153P_AP07,MEXICO NORTE,,,,ACER,,,CEM,2,"1,8",1,Regular,PODA,MANTENCION,3,NO,,,,,,,
153P_AP08,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,22,6,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
153P_AP09,MEXICO NORTE,,,,ACER,,,CEM,23,5,2,Regular,PODA,MANTENCION,3,NO,,,,,,,
152O_AP01,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,29,5,2,Regular,PODA,MANTENCION,3,NO,,,,,,,
152O_AP02,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,32,6,2,Regular,PODA,MANTENCION,3,NO,,,,,,,
152O_AP03,MEXICO NORTE,,,,PIMIENTO,,,CEM,17,4,2,Malo,NO APLICA,CORTA,1,NO,,,,,,,
152O_AP04,MEXICO NORTE,,,,LIgustro,,,CEM,21,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
152O_AP05,MEXICO NORTE,,,,ACER,,,CEM,13,4,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
152O_AP06,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,40,6,"2,5",Regular,PODA,MANTENCION,1,NO,,,,,,,
152O_AP07,MEXICO NORTE,,,,olivo,,,CEM,2,"1,5","0,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
152O_AP08,MEXICO NORTE,,,,AIlantus,,,CEM,45,8,4,Regular,PODA,ALTURA,2,NO,,,,,,,
152O_AP09,MEXICO NORTE,,,,CIruelo verde,,,CEM,1,2,1,Regular,PODA,MANTENCION,2,NO,CONTROL REBROTES,,,,,,
152O_AP10,MEXICO NORTE,,,,AIlantus,,,CEM,45,8,"3,5",Regular,PODA,ALTURA,2,NO,,,,,,,
152O_AP11,MEXICO NORTE,,,,AIlantus,,,CEM,46,8,"3,5",Regular,PODA,ALTURA,2,NO,,,,,,,
152O_AP12,MEXICO NORTE,,,,ACER,,,CEM,11,5,"1,5",Bueno,PODA,MANTENCION,2,NO,,,,,,,
152O_AP13,MEXICO NORTE,,,,CIruelo verde,,,CEM,6,4,"1,5",Regular,PODA,MANTENCION,3,NO,CONTROL REBROTES,,,,,,
152P_AP01,MEXICO NORTE,,,,AIlantus,,,CEM,8,6,1,Bueno,PODA,ALTURA,1,NO,,,,,,,
152P_AP02,MEXICO NORTE,,,,ACER,,,CEM,5,3,1,Bueno,PODA,MANTENCION,1,NO,,,,,,,
152P_AP03,MEXICO NORTE,,,,FALSO ACACIO,,,CEM,31,8,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP01,BAQUEDANO,346882,6301470,,AcacIa jaPonIca,Sophora japonica,Sj,CEM,29,6,"2,5",Regular,PODA,MANTENCION,1,SI,Daño físIco,,,,RAMAS SECAS,,
59N_AP02,BAQUEDANO,346874,6301473,,AcacIa jaPonIca,,,CEM,39,6,"2,5",Bueno,PODA,MANTENCION,1,NO,,,,,,,
59N_AP03,BAQUEDANO,346857,6301476,,AcacIa jaPonIca,,,CEM,26,4,"1,5",Malo,PODA,CORTA,2,NO,,,,,pudriciòn mitad de fuste,,
59N_AP04,BAQUEDANO,346851,6301477,,AcacIa jaPonIca,,,CEM,34,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP05,BAQUEDANO,346835,6301481,,AcacIa jaPonIca,,,CEM,6,"2,5","1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP06,BAQUEDANO,346812,6301487,,AcacIa jaPonIca,,,CEM,23,6,"2,6",Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP07,CAFFARENA SN,346801,6301500,,Palmera canarIa,,,CEM,35,3,"1,5",Bueno,PODA,MANTENCION,4,NO,,,,,,,
59N_AP08,CAFFARENA SN,346802,6301501,,jacaranda,,,CEM,34,7,5,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP09,ARTESANOS,346811,6301498,,jacaranda,,,CEM,27,7,4,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP10,ARTESANOS,346818,6301497,,jacaranda,,,CEM,44,8,5,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP11,ARTESANOS,346823,6301497,,jacaranda,,,CEM,35,8,5,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP12,ARTESANOS,346830,6301495,,jacaranda,,,CEM,49,8,5,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP13,ARTESANOS,346839,6301494,,jacaranda,,,CEM,45,8,5,Malo,NO APLICA,CORTA,1,NO,,,,,,,
59N_AP14,ARTESANOS,346847,6301492,,granado de flor,,,CEM,3,"2,5","1,5",Regular,PODA,FORMACION,2,SI,,,,,REBROTES,20,
59N_AP15,ARTESANOS,346866,6301482,,MORERA,,,CEM,14,4,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AP16,ARTESANOS,346882,6301483,,LIgustro,,,CEM,9,4,"0,5",Bueno,PODA,FORMACION,2,NO,,,,,REBROTES,,
59N_AI01,BAQUEDANO,346887,6301473,,Palmera canarIa,,,SePultura,60,6,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59N_AI02,BAQUEDANO,346881,6301474,,Palmera canarIa,,,SePultura,60,6,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59N_AI03,BAQUEDANO,346876,6301477,,BugambIlIa,,,SePultura,26,5,2,Regular,PODA,MANTENCION,3,SI,,,,,,,
59N_AI04,BAQUEDANO,346872,6301478,,BugambIlIa,,,SePultura,36,"3,5","0,5",Regular,PODA,MANTENCION,3,SI,,,,,,,
59N_AI05,BAQUEDANO,346865,6301478,,Palmera canarIa,,,INDETERMINADO,25,"1,8","0,5",Regular,NO APLICA,EXTRACCION,3,NO,,,,,,,
59N_AI06,BAQUEDANO,346864,6301480,,CeltIs,,,INDETERMINADO,2,2,"0,5",Regular,NO APLICA,CORTA,2,NO,,,,,REBROTES,5,
59N_AI07,BAQUEDANO,346865,6301482,,Palmera canarIa,,,INDETERMINADO,40,"2,5",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59N_AI08,BAQUEDANO,346865,6301482,,AIlantus,,,INDETERMINADO,4,3,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59N_AI09,BAQUEDANO,346842,6301484,,LIgustro,,,SePultura,15,4,1,Bueno,PODA,FORMACION,3,SI,,,,,REBROTES,,
59N_AI10,BAQUEDANO,346842,6301486,,LIgustro,,,SePultura,12,4,1,Bueno,PODA,FORMACION,3,SI,,,,,REBROTES,,
59N_AI11,BAQUEDANO,346843,6301488,,CIruelo rojo,,,SePultura,6,3,1,Regular,PODA,FORMACION,2,SI,,,,,REBROTES,5,
59N_AI12,BAQUEDANO,346844,6301490,,LIgustro,,,SePultura,1,"0,5",1,Regular,PODA,FORMACION,3,SI,,,,,,,
59N_AI13,BAQUEDANO,346843,6301492,,PItosPoro,,,SePultura,3,"2,5",1,Regular,PODA,FORMACION,3,SI,,,,,REBROTES,10,
59N_AI14,BAQUEDANO,346842,6301492,,CRESPON,,,SePultura,2,"2,5","0,5",Bueno,PODA,FORMACION,3,SI,,,,,,,
59N_AI15,BAQUEDANO,346841,6301492,,PItosPoro,,,SePultura,3,"1,5",1,Bueno,PODA,FORMACION,3,SI,,,,,REBROTES,10,
59N_AI16,BAQUEDANO,346842,6301493,,CIruelo rojo,,,SePultura,2,"0,7",1,Bueno,PODA,FORMACION,3,SI,,,,,,,
59N_AI17,BAQUEDANO,346827,6301490,,LAUREL,,,SePultura,4,"3,5","0,5",Regular,PODA,FORMACION,3,SI,,,,,REBROTES,4,
59N_AI18,BAQUEDANO,346819,6301493,,MaIten,,,SePultura,6,"2,5",1,Regular,PODA,FORMACION,3,NO,,,,,,,
59N_AI19,ARTESANOS,346854,6301491,,jacaranda,,,SePultura,31,7,4,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI20,ARTESANOS,346855,6301490,,Peumo,,,SePultura,25,8,4,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI21,ARTESANOS,346857,6301490,,jacaranda,,,SePultura,30,8,"4,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI22,ARTESANOS,346858,6301490,,Peumo,,,SePultura,14,3,0,Malo,NO APLICA,CORTA,1,SI,,,,,,,
59N_AI23,ARTESANOS,346858,6301490,,Peumo,,,SePultura,1,0,0,Regular,PODA,FORMACION,3,SI,,,,,REBROTES,,
59N_AI24,ARTESANOS,346863,6301487,,CeltIs,,,SePultura,1,"1,8","0,5",Regular,NO APLICA,CORTA,3,SI,,,,,REBROTES,2,
59N_AI25,ARTESANOS,346864,6301485,,MaIten,,,SePultura,8,"1,8",1,Bueno,PODA,FORMACION,3,SI,,,,,REBROTES,2,
59N_AI26,ARTESANOS,346871,6301484,,jacaranda,,,SePultura,40,6,4,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI27,ARTESANOS,346877,6301484,,jacaranda,,,SePultura,26,7,4,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI28,ARTESANOS,346879,6301480,,CIruelo verde,,,SePultura,8,3,1,Regular,PODA,FORMACION,3,SI,,,,,,,
59N_AI29,ARTESANOS,346879,6301480,,ARAUCARIA BRA,,,SePultura,57,10,0,Malo,NO APLICA,CORTA,1,SI,,,,,,,
59N_AI30,ARTESANOS,346881,6301479,,LIgustro,,,SePultura,1,"1,8","0,5",Regular,PODA,FORMACION,3,SI,,,,,,,
59N_AI31,ARTESANOS,346888,6301479,,Palmera canarIa,,,SePultura,80,4,2,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59N_AI32,BAQUEDANO,346816,6301489,,AIlantus,,,SePultura,1,"0,5",0,Regular,NO APLICA,CORTA,1,NO,,,,,,,
59N_AI33,BAQUEDANO,346811,6301490,,HEDERA,,,SePultura,0,0,0,Bueno,PODA,MANTENCION,4,NO,,,,,,,
59P_AP01,BAQUEDANO,346783,6301497,,AcacIa jaPonIca,,,CEM,36,4,1,Regular,PODA,CORTA,2,SI,,,,,,,
59P_AP02,ValdIvIeso,346781,6301527,,Palmera canarIa,,,CEM,15,"0,5","0,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
59P_AP03,ValdIvIeso,346785,6301547,,Palmera canarIa,,,CEM,30,"1,8",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59P_AP04,ValdIvIeso,346790,6301570,,LIgustro,,,CEM,34,6,"0,5",Malo,NO APLICA,CORTA,1,SI,,,,,,,
59P_AP05,PRIMERA TILO,346807,6301572,,AIlantus,,,CEM,24,5,"2,5",Regular,PODA,CORTA,2,NO,,,,,SEMILLERO,,
59P_AP06,CAFFARENA SN,346809,6301551,,jacaranda,,,CEM,20,6,"2,5",Regular,NO APLICA,CORTA,1,NO,,,,,,,
59P_AP07,CAFFARENA SN,346803,6301553,,olivo,,,CEM,45,6,3,Regular,PODA,MANTENCION,2,NO,,,,,QUINTRAL,,
59P_AP08,CAFFARENA SN,346802,6301529,,olivo,,,CEM,54,6,3,Regular,PODA,MANTENCION,2,NO,TRAMPA,,,,QUINTRAL,,
59P_AP09,CAFFARENA SN,346798,6301529,,olivo,,,SePultura,38,5,3,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59P_AP10,CAFFARENA SN,346796,6301507,,MaIten,,,SePultura,1,"1,5","0,3",Bueno,PODA,FORMACION,4,NO,,,,,,,
59P_AI01,BAQUEDANO,346791,6301495,,PALMITO,,,SePultura,23,8,"1,5",Regular,PODA,MANTENCION,4,SI,,,,,,,
59P_AI02,BAQUEDANO,346787,6301496,,PALMITO,,,SePultura,22,7,"1,5",Regular,PODA,MANTENCION,4,SI,,,,,,,
59P_AI03,BAQUEDANO,346783,6301501,,AIlantus,,,INDETERMINADO,23,6,"2,5",Regular,PODA,CORTA,3,NO,,,,,,,
59P_AI04,BAQUEDANO,346782,6301502,,jacaranda,,,INDETERMINADO,36,7,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59P_AI05,BAQUEDANO,346782,6301503,,AIlantus,,,INDETERMINADO,18,5,2,Regular,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI06,BAQUEDANO,346782,6301504,,AIlantus,,,INDETERMINADO,17,5,2,Regular,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI07,BAQUEDANO,346782,6301505,,AIlantus,,,INDETERMINADO,12,6,2,Regular,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI08,BAQUEDANO,346782,6301506,,AIlantus,,,INDETERMINADO,10,4,2,Regular,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI09,ValdIvIeso,346785,6301502,,AIlantus,,,SePultura,1,3,"0,2",Regular,NO APLICA,CORTA,2,NO,,,,,,REGENERACION,5
59P_AI10,ValdIvIeso,346787,6301509,,AIlantus,,,SePultura,13,5,2,Bueno,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI11,ValdIvIeso,346790,6301508,,AIlantus,,,SePultura,12,5,2,Bueno,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI12,ValdIvIeso,346791,6301508,,AIlantus,,,SePultura,13,5,2,Bueno,NO APLICA,CORTA,2,NO,,,,,,,
