Codigo,Calle,Latitudes,Longitudes,CODIGO ESRI,Name,Nombre,SIgla,ProPIedad,DAP,Altura,Radio,Estado,PODA,TratamIento,PRIORIDAD TRATAMIENTO,TAZA,FísIco,Hongos,Insectos,VIrus/BacterIa,OBSERVACIONES,N° REBROTES,
59P_AI13,CAFFARENA SN,346793,6301504,,jacaranda,,,INDETERMINADO,33,7,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59P_AI14,ValdIvIeso,346790,6301503,,AIlantus,,,SePultura,6,5,"1,5",Bueno,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI15,ValdIvIeso,346789,6301504,,AIlantus,,,SePultura,6,5,"1,5",Bueno,NO APLICA,CORTA,2,NO,,,,,,,
59P_AI16,ValdIvIeso,346791,6301515,,AIlantus,,,SePultura,1,1,"0,2",Regular,NO APLICA,CORTA,1,NO,,,,,,,
59P_AI17,ValdIvIeso,346795,6301521,,Palmera canarIa,,,SePultura,67,7,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59P_AI18,ValdIvIeso,346784,6301524,,Palmera canarIa,,,SePultura,73,7,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59P_AI19,ValdIvIeso,346787,6301533,,Palmera canarIa,,,SePultura,72,7,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59P_AI20,ValdIvIeso,346797,6301530,,Palmera canarIa,,,SePultura,69,7,2,Bueno,PODA,MANTENCION,4,SI,,,,,,,
59P_AI21,ValdIvIeso,346800,6301537,,AIlantus,,,SePultura,1,"1,5","0,2",Regular,NO APLICA,CORTA,1,NO,,,,,,REBROTES,5
59P_AI22,ValdIvIeso,346801,6301539,,AIlantus,,,SePultura,6,5,"0,5",Regular,NO APLICA,CORTA,1,NO,,,,,,,
59P_AI23,ValdIvIeso,346802,6301514,,AIlantus,,,SePultura,6,5,"0,5",Regular,NO APLICA,CORTA,1,NO,,,,,,,
59P_AI24,ValdIvIeso,346797,6301545,,AIlantus,,,SePultura,2,4,"0,5",Regular,NO APLICA,CORTA,1,NO,,,,,,REBROTES,20
59P_AI25,CAFFARENA SN,346800,6301546,,AROMO CHILENO,,,SePultura,26,5,3,Regular,PODA,MANTENCION,3,SI,,,,,,,
59P_AI26,CAFFARENA SN,346802,6301551,,AROMO CHILENO,,,SePultura,20,6,3,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59P_AI27,CAFFARENA SN,346802,6301552,,AROMO CHILENO,,,SePultura,20,5,3,Regular,PODA,MANTENCION,3,SI,,,,,,FLECHA,3
59P_AI28,CAFFARENA SN,346799,6301552,,THUJA,,,SePultura,2,"2,5","0,2",Regular,PODA,FORMACION,1,SI,,,,,SOMBRIO,,
59P_AI29,CAFFARENA SN,346799,6301549,,THUJA,,,SePultura,2,2,"0,2",Regular,PODA,FORMACION,1,SI,,,,,SOMBRIO,,
59P_AI30,CAFFARENA SN,346804,6301557,,BOLDO,,,SePultura,1,"1,2","0,5",Regular,PODA,FORMACION,1,SI,,,,,RIEGO,,
59P_AI31,CAFFARENA SN,346804,6301558,,BOLDO,,,SePultura,1,"2,2","0,5",Regular,PODA,MANTENCION,1,SI,,,,,DAÑO HERBICIDA,REBROTE,6
59P_AI32,CAFFARENA SN,346804,6301560,,BOLDO,,,SePultura,1,3,"0,5",Regular,PODA,MANTENCION,1,SI,,,,,DAÑO HERBICIDA,REBROTE,6
59P_AI33,ValdIvIeso,346796,6301558,,olivillo,,,SePultura,1,"1,8","0,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,6
59P_AI34,ValdIvIeso,346795,6301560,,olivillo,,,SePultura,1,"1,8","0,5",Bueno,NO APLICA,CORTA,1,SI,,,,,,REBROTE,6
59P_AI35,ValdIvIeso,346792,6301560,,olivillo,,,SePultura,1,"1,8","0,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,6
59P_AI36,ValdIvIeso,346798,6301558,,AIlantus,,,SePultura,1,"1,8","0,5",Regular,NO APLICA,CORTA,1,SI,,,,,,,20
59P_AI37,ValdIvIeso,346794,6301569,,olivillo,,,SePultura,1,"1,8","1,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,10
59P_AI38,PRIMERA TILO,346798,6301568,,olivillo,,,SePultura,1,"1,8","1,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,10
59P_AI39,PRIMERA TILO,346801,6301569,,olivillo,,,SePultura,1,"1,8","1,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,10
59P_AI40,PRIMERA TILO,346801,6301567,,olivillo,,,SePultura,1,"1,5",1,Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,10
59P_AI41,ValdIvIeso,346803,6301556,,BOLDO,,,SePultura,1,"1,5","0,5",Regular,PODA,MANTENCION,1,SI,,,,,RIEGO,REBROTE,2
59P_AI42,ValdIvIeso,346797,6301558,,CIruelo verde,,,SePultura,1,"1,5","0,5",Regular,NO APLICA,EXTRACCION,1,SI,,,,,,,
59P_AI43,ValdIvIeso,346799,6301558,,AROMO CHILENO,,,SePultura,1,"0,5","0,5",Regular,NO APLICA,EXTRACCION,1,SI,,,,,,,
59P_AI44,ValdIvIeso,346789,6301505,,ilan ilan,,,INDETERMINADO,4,2,"1,2",Regular,PODA,MANTENCION,1,NO,,,,,,,
59P_AI45,ValdIvIeso,346790,6301506,,MOLLE,,,SePultura,1,"0,5","0,5",Regular,NO APLICA,EXTRACCION,1,NO,,,,,,,
59O_AP01,NICOLAS VICUÑA,346843,6301501,,TECOMA,,,CEM,258,5,"2,5",Regular,PODA,MANTENCION,1,NO,HELADAS,,,,ABONO,,
59O_AP02,NICOLAS VICUÑA,346844,6301506,,jacaranda,,,CEM,7,"3,5",1,Regular,PODA,MANTENCION,1,NO,,,,,ABONO,,
59O_AP03,NICOLAS VICUÑA,346845,6301513,,TECOMA,,,CEM,35,5,2,Regular,PODA,MANTENCION,1,NO,,,,,parasito pohenix,,
59O_AP04,NICOLAS VICUÑA,346849,6301526,,TECOMA,,,CEM,31,5,2,Regular,PODA,MANTENCION,1,NO,,,,,RIEGO,,
59O_AP05,NICOLAS VICUÑA,346851,6301533,,PIMIENTO,,,CEM,33,4,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,RIEGO,,
59O_AP06,NICOLAS VICUÑA,346852,6301539,,CIruelo verde,,,CEM,13,"2,4","1,5",Regular,PODA,MANTENCION,1,NO,GANCHOS SECOS,HONGO VERDE,INSECTOS,,,,
59O_AP07,NICOLAS VICUÑA,346853,6301546,,CIruelo verde,,,CEM,17,"3,5","1,5",Regular,PODA,MANTENCION,1,NO,,,,,,,
59O_AP08,NICOLAS VICUÑA,346855,6301551,,CIruelo rojo,,,CEM,29,4,2,Regular,PODA,MANTENCION,1,NO,PUDRICIÒN,,INSECTOS,,,,
59O_AP09,PRIMERA TILO,346855,6301562,,CIruelo verde,,,CEM,7,3,"0,5",Regular,PODA,MANTENCION,3,SI,,,,,,,
59O_AP10,PRIMERA TILO,346855,6301562,,Palmera canarIa,,,CEM,40,3,"1,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
59O_AP11,PRIMERA TILO,346854,6301561,,CassuarIna,,,CEM,15,6,1,Bueno,PODA,ALTURA,3,SI,,,,,,,
59O_AP12,PRIMERA TILO,346850,6301563,,CassuarIna,,,CEM,35,8,2,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59O_AP13,PRIMERA TILO,346848,6301564,,CIruelo rojo,,,CEM,8,"2,5",o,Malo,NO APLICA,CORTA,1,SI,,,insectos,,,,
59O_AP14,PRIMERA TILO,346844,6301564,,MORERA,,,CEM,26,4,"2,5",Bueno,PODA,FORMACION,1,SI,,,,,,,
59O_AP15,PRIMERA TILO,346840,6301565,,TECOMA,,,CEM,3,3,"1,1",Malo,PODA,MANTENCION,1,SI,daño heladas,HONGO VERDE,insectos,,rebrotes,2,
59O_AP16,PRIMERA TILO,346839,6301565,,Magnolio,,,CEM,2,"2,2","1,5",Regular,PODA,MANTENCION,1,SI,clorosis,,,,flecha,2,
59O_AP17,PRIMERA TILO,346835,6301566,,ACER,,,CEM,13,4,2,Regular,PODA,MANTENCION,1,SI,,,,,,,
59O_AP18,PRIMERA TILO,346830,6301567,,AIlantus,,,CEM,7,4,2,Regular,PODA,MANTENCION,3,SI,,,,,flecha,3,
59O_AP19,CAFFARENA SN,346823,6301550,,CIruelo rojo,,,CEM,10,3,"1,5",Regular,PODA,MANTENCION,2,NO,,,,,injertado,,
59O_AP20,CAFFARENA SN,346829,6301551,,CIruelo verde,,,CEM,36,4,2,Bueno,PODA,MANTENCION,1,NO,,,,,,,
59O_AP21,CAFFARENA SN,346835,6301550,,MORERA,,,CEM,25,"4,5",3,Bueno,PODA,MANTENCION,1,NO,,,,exhudación,,,
59O_AP22,CAFFARENA SN,346838,6301549,,Palmera canarIa,,,CEM,60,3,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP23,CAFFARENA SN,346843,6301548,,AIlantus,,,CEM,16,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,semillero,,
59O_AP24,CAFFARENA SN,346843,6301548,,LIgustro,,,CEM,2,2,"0,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
59O_AP25,CAFFARENA SN,346849,6301547,,MORERA,,,CEM,24,4,2,Regular,PODA,MANTENCION,3,NO,,,,,,,
59O_AP26,CAFFARENA SN,346821,6301567,,CIruelo verde,,,CEM,1,"1,8","0,5",Regular,PODA,MANTENCION,3,NO,,,,,rebrote,2,
59O_AP27,CAFFARENA SN,346820,6301565,,CIruelo verde,,,CEM,17,"3,5","1,5",Regular,PODA,MANTENCION,2,NO,,,,,,,
59O_AP28,CAFFARENA SN,346820,6301562,,Grevillea,,,CEM,17,5,2,Regular,PODA,ALTURA,1,NO,boro,,,,fumigar,,
59O_AP29,CAFFARENA SN,346820,6301561,,CIruelo rojo,,,CEM,5,3,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
59O_AP30,CAFFARENA SN,346819,6301559,,MORERA,,,CEM,22,"3,5",2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP31,CAFFARENA SN,346817,6301552,,ACER,,,CEM,3,3,1,Regular,PODA,MANTENCION,3,NO,,,,,,,
59O_AP32,CAFFARENA SN,346816,6301546,,MORERA,,,CEM,33,"3,5",2,Regular,PODA,MANTENCION,2,NO,,,,,,,
59O_AP33,CAFFARENA SN,346815,6301542,,MORERA,,,CEM,15,"3,5",2,Regular,PODA,MANTENCION,2,NO,,,,,,,
59O_AP34,CAFFARENA SN,346836,6301536,,Higuera blanca,,,CEM,13,2,2,Bueno,PODA,MANTENCION,2,NO,,,,,,,
59O_AP35,CAFFARENA SN,,,,ACER,,,CEM,27,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP36,CAFFARENA SN,,,,ACER,,,CEM,27,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP37,CAFFARENA SN,,,,ACER,,,CEM,10,4,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP38,CAFFARENA SN,,,,Palmera canarIa,,,CEM,80,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP39,CAFFARENA SN,,,,CIruelo verde,,,CEM,26,4,3,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AP40,CAFFARENA SN,,,,ACER,,,CEM,15,4,2,Malo,NO APLICA,CORTA,1,NO,,,,,,,
59O_AP41,CAFFARENA SN,,,,DURAZNO,,,CEM,1,"1,8","0,3",Regular,PODA,MANTENCION,2,NO,,,,,,,
59O_AP42,CAFFARENA SN,,,,ACER,,,CEM,12,4,1,Malo,NO APLICA,CORTA,1,NO,,,,,,,
59O_AP43,CAFFARENA SN,,,,CIruelo verde,,,CEM,15,4,2,Malo,NO APLICA,CORTA,1,NO,,,,,,,
59O_AP44,CAFFARENA SN,,,,CIruelo verde,,,CEM,21,4,2,Bueno,PODA,MANTENCION,1,NO,GANCHOS SECOS,,,,,,
59O_AP45,CAFFARENA SN,,,,OLIVO-PARRON,,,CEM,18,5,"1,5",Bueno,PODA,ALTURA,1,NO,,,,,,,
59O_AI01,CAFFARENA SN,,,,Palmera canarIa,,,CEM,30,2,"1,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
59O_AI02,CAFFARENA SN,,,,LIgustro,,,SePultura,7,2,"0,5",Bueno,PODA,MANTENCION,3,NO,PARRON,,,,,REBROTES,3
59O_AI03,CAFFARENA SN,,,,Palmera canarIa,,,SePultura,80,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI04,CAFFARENA SN,,,,Peumo,,,SePultura,20,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI05,CAFFARENA SN,,,,MORERA,,,SePultura,20,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI06,CAFFARENA SN,,,,BugambIlIa,,,SePultura,13,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI07,CAFFARENA SN,,,,BugambIlIa,,,SePultura,16,4,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI08,CAFFARENA SN,,,,CeltIs,,,CEM,24,6,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI09,CAFFARENA SN,,,,Palmera canarIa,,,CEM,20,2,1,Regular,NO APLICA,EXTRACCION,3,NO,,,,,,,
59O_AI10,CAFFARENA SN,,,,HEDERA,,,CEM,8,5,4,Bueno,PODA,MANTENCION,3,NO,,,,,,,
59O_AI11,CAFFARENA SN,,,,AIlantus,,,CEM,1,3,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,REGE,3
59O_AI12,CAFFARENA SN,,,,AIlantus,,,CEM,10,6,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI13,CAFFARENA SN,,,,AIlantus,,,SePultura,2,3,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI14,CAFFARENA SN,,,,PIMIENTO,,,SePultura,0,0,0,Bueno,NO APLICA,CORTA,3,SI,,,,,,,
59O_AI15,CAFFARENA SN,,,,AIlantus,,,CEM,2,3,0,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI16,CAFFARENA SN,,,,AIlantus,,,CEM,28,6,3,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI17,CAFFARENA SN,,,,MORERA,,,SePultura,"0,5","0,5","0,5",Regular,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI18,CAFFARENA SN,,,,AIlantus,,,SePultura,8,6,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI19,CAFFARENA SN,,,,AIlantus,,,CEM,10,6,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI20,CAFFARENA SN,,,,AIlantus,,,CEM,1,4,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI21,CAFFARENA SN,,,,JAZMIN,,,CEM,0,0,0,Bueno,PODA,MANTENCION,1,NO,,,,,,,
59O_AI22,CAFFARENA SN,,,,TAXUS,,,SePultura,6,3,1,Regular,PODA,MANTENCION,1,SI,,,,,,,
59O_AI23,CAFFARENA SN,,,,TAXUS,,,SePultura,6,3,1,Regular,PODA,MANTENCION,1,SI,,,,,,,
59O_AI24,CAFFARENA SN,,,,CIruelo verde,,,SePultura,6,3,1,Bueno,PODA,MANTENCION,3,SI,,,,,,REB,4
59O_AI25,CAFFARENA SN,,,,AIlantus,,,CEM,8,7,3,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI26,CAFFARENA SN,,,,AIlantus,,,CEM,20,7,3,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI27,CAFFARENA SN,,,,AIlantus,,,CEM,20,7,3,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI28,CAFFARENA SN,,,,AIlantus,,,CEM,20,7,3,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI29,CAFFARENA SN,,,,AIlantus,,,CEM,10,6,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI30,CAFFARENA SN,,,,AIlantus,,,SePultura,9,5,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI31,CAFFARENA SN,,,,BugambIlIa,,,SePultura,10,5,2,Regular,PODA,FORMACION,1,SI,,,,,,,
59O_AI32,CAFFARENA SN,,,,CIruelo verde,,,SePultura,1,"1,8","0,5",Regular,NO APLICA,CORTA,1,SI,,,,,,,
59O_AI33,CAFFARENA SN,,,,AIlantus,,,SePultura,4,5,"0,5",Bueno,NO APLICA,CORTA,1,SI,,,,,,,
59O_AI34,CAFFARENA SN,,,,BugambIlIa,,,SePultura,10,5,2,Regular,PODA,FORMACION,1,SI,,,,,,,
59O_AI35,CAFFARENA SN,,,,CIruelo verde,,,SePultura,10,4,2,Bueno,PODA,MANTENCION,3,SI,,,,,,,
59O_AI36,CAFFARENA SN,,,,AIlantus,,,CEM,5,5,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI37,CAFFARENA SN,,,,AIlantus,,,CEM,5,5,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI38,CAFFARENA SN,,,,AIlantus,,,CEM,6,5,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI39,CAFFARENA SN,,,,AIlantus,,,CEM,8,5,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI40,CAFFARENA SN,,,,AIlantus,,,CEM,16,5,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
59O_AI41,CAFFARENA SN,,,,AIlantus,,,CEM,1,"1,3","0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,REG,7
59O_AI42,CAFFARENA SN,,,,LIgustro,,,SePultura,1,1,"0,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,REB,4
004AP01,SAN JUAN,,,,Naranjo,,,CEM,15,4,2,Bueno,PODA,MANTENCION,3,SI,,HONGO,,,CLOROSIS,FLECHA,3
004AP02,SAN JUAN,,,,CassuarIna,,,CEM,43,8,2,Bueno,PODA,ALTURA,3,NO,,,,,,,
004AP03,SAN JUAN,,,,CIPRES,,,CEM,15,6,"0,5",Regular,PODA,MANTENCION,2,NO,sombra,,,,,,
004AP04,SAN JUAN,,,,CassuarIna,,,CEM,36,7,2,Regular,PODA,ALTURA,3,NO,,,,,,,
004AP05,SAN JUAN,,,,CassuarIna,,,CEM,36,7,2,Bueno,PODA,ALTURA,2,SI,,,,,,,
004AP06,SAN JUAN,,,,OLMO,,,CEM,73,10,2,Regular,PODA,ALTURA,1,SI,,,,,,,
004AP07,Echaurren,,,,LIgustro,,,CEM,15,4,"1,5",Regular,PODA,MANTENCION,2,NO,,,,,,,
004AP08,Echaurren,,,,LIgustro,,,CEM,23,"4,2",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI01,administracion poniente,,,,ACER,,,CEM,8,5,"0,5",Bueno,PODA,MANTENCION,3,NO,,,,,riego,,
004AI02,administracion poniente,,,,AIlantus,,,CEM,1,"1,8","0,1",Bueno,NO APLICA,CORTA,1,NO,,,,,,,5
004AI03,administracion poniente,,,,Coralillo,,,CEM,14,"3,2","1,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
004AI04,administracion poniente,,,,AIlantus,,,CEM,2,3,0,Malo,NO APLICA,CORTA,1,NO,,,,,,,
004AI05,administracion poniente,,,,Palmera canarIa,,,SePultura,20,"1,5","0,3",Bueno,NO APLICA,EXTRACCION,2,SI,,,,,,,
004AI06,administracion poniente,,,,AIlantus,,,SePultura,1,"1,5",0,Bueno,NO APLICA,CORTA,1,NO,,,,,,,10
004AI07,administracion poniente,,,,ACER,,,SePultura,30,5,"2,5",Regular,PODA,FORMACION,1,NO,,,,,,,
004AI08,administracion poniente,,,,Palmera canarIa,,,SePultura,100,5,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI09,administracion poniente,,,,jacaranda,,,SePultura,30,6,"2,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI10,administracion poniente,,,,LAUREL,,,SePultura,1,2,"0,3",Regular,PODA,MANTENCION,3,NO,,,,,,,
004AI11,administracion poniente,,,,jacaranda,,,SePultura,28,6,"2,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
004AI12,administracion poniente,,,,AIlantus,,,SePultura,10,3,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI13,administracion poniente,,,,LAUREL,,,SePultura,1,1,"0,2",Regular,PODA,MANTENCION,2,NO,,,,,,,2
004AI14,administracion poniente,,,,Palmera canarIa,,,SePultura,20,"1,5","0,5",Bueno,PODA,EXTRACCION,2,NO,,,,,,,2
004AI15,administracion poniente,,,,MORERA,,,SePultura,6,4,"0,8",Bueno,PODA,MANTENCION,2,NO,,,,,,,2
004AI16,administracion poniente,,,,CeltIs,,,SePultura,8,5,1,Bueno,PODA,MANTENCION,2,NO,,,,,,,2
004AI17,SAN JUAN,,,,MORERA,,,CEM,14,5,"2,5",Bueno,PODA,FORMACION,2,NO,,,,,,,7
004AI18,SAN JUAN,,,,AIlantus,,,CEM,10,5,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI19,SAN JUAN,,,,AIlantus,,,CEM,10,5,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI20,SAN JUAN,,,,AIlantus,,,CEM,10,5,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI21,SAN JUAN,,,,AIlantus,,,CEM,10,5,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI22,SAN JUAN,,,,AIlantus,,,CEM,10,5,"1,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI23,SAN JUAN,,,,CeltIs,,,CEM,1,3,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI24,SAN JUAN,,,,AIlantus,,,CEM,10,6,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI25,SAN JUAN,,,,AIlantus,,,CEM,10,6,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI26,SAN JUAN,,,,CIruelo rojo,,,CEM,1,3,1,Bueno,NO APLICA,CORTA,2,NO,,,,,,,
004AI27,SAN JUAN,,,,CIruelo rojo,,,CEM,1,3,1,Bueno,NO APLICA,CORTA,2,NO,,,,,,,
004AI28,SAN JUAN,,,,MaIten,,,CEM,9,"3,5",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI29,SAN JUAN,,,,PIMIENTO,,,CEM,51,7,3,Bueno,PODA,ALTURA,3,NO,,,,,,,
004AI30,SAN JUAN,,,,Palmera canarIa,,,CEM,20,"1,2","0,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI31,SAN JUAN,,,,laurentina,,,CEM,8,3,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI32,SAN JUAN,,,,MORERA,,,CEM,4,4,3,Regular,PODA,MANTENCION,2,NO,,,,,,rebr,10
004AI33,SAN JUAN,,,,laurel,,,CEM,1,3,"0,5",Bueno,PODA,MANTENCION,2,NO,,,,,,rebr,3
004AI34,SAN JUAN,,,,CRESPON,,,CEM,8,4,"0,5",Bueno,PODA,ALTURA,1,NO,,,,,,flecha,2
004AI35,SAN JUAN,,,,LIgustro,,,CEM,13,5,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI36,SAN JUAN,,,,CassuarIna,,,CEM,36,8,2,Regular,PODA,MANTENCION,2,NO,GANCHOS SECOS,,,,,,
004AI37,SAN JUAN,,,,AIlantus,,,CEM,15,6,2,Regular,NO APLICA,CORTA,1,NO,,,,,,rebr,4
004AI38,SAN JUAN,,,,nispero,,,CEM,1,"1,5","0,5",Bueno,NO APLICA,EXTRACCION,2,NO,,,,,,,
004AI39,SAN JUAN,,,,LIgustro,,,CEM,1,"1,5","0,5",Bueno,NO APLICA,EXTRACCION,2,NO,,,,,,,
004AI40,SAN JUAN,,,,AIlantus,,,CEM,1,"1,5","0,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI41,SAN JUAN,,,,CeltIs,,,CEM,1,"1,5","0,5",Bueno,NO APLICA,CORTA,2,NO,,,,,,rebr,2
004AI42,SAN JUAN,,,,Coralillo,,,CEM,1,1,"0,5",Bueno,NO APLICA,EXTRACCION,2,NO,,,,,,,
004AI43,SAN JUAN,,,,Coralillo,,,CEM,1,1,"0,5",Bueno,NO APLICA,EXTRACCION,2,NO,,,,,,,
004AI44,SAN JUAN,,,,LIgustro,,,CEM,3,"2,5","0,5",Bueno,NO APLICA,CORTA,3,NO,,,,,,rebr,7
004AI45,SAN JUAN,,,,ACER,,,CEM,27,"4,5",2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI46,SAN JUAN,,,,Quillay,,,CEM,17,4,2,Bueno,PODA,MANTENCION,1,NO,,,,,,flecha,2
004AI47,SAN JUAN,,,,Cordyline,,,CEM,2,"1,5","0,5",Bueno,NO APLICA,MANTENCION,1,SI,,,,,abono,,
004AI48,SAN JUAN,,,,wachintonia f,,,CEM,10,"1,5","0,5",Bueno,PODA,MANTENCION,2,SI,,,,,,,
004AI49,SAN JUAN,,,,nispero,,,CEM,2,"1,5","0,5",Bueno,PODA,FORMACION,2,SI,,,,,,,
004AI50,SAN JUAN,,,,wachintonia f,,,CEM,20,"1,8",1,Bueno,PODA,MANTENCION,2,SI,,,,,,,
004AI51,SAN JUAN,,,,CassuarIna,,,CEM,38,8,"1,5",Bueno,PODA,ALTURA,3,NO,,,,,,,
004AI52,SAN JUAN,,,,CassuarIna,,,CEM,5,"3,5",1,Bueno,PODA,FORMACION,1,NO,,,,,,,
004AI53,SAN JUAN,,,,CIruelo verde,,,CEM,3,"3,5",1,Bueno,PODA,MANTENCION,2,NO,,,,,,rebr,4
004AI54,SAN JUAN,,,,CassuarIna,,,CEM,28,8,"1,5",Bueno,PODA,FORMACION,1,NO,,,,,,,
004AI55,SAN JUAN,,,,CassuarIna,,,CEM,52,8,2,Bueno,PODA,ALTURA,3,NO,,,,,,,
004AI56,SAN JUAN,,,,Palmera canarIa,,,CEM,10,"0,5","0,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI57,SAN JUAN,,,,Palmera canarIa,,,CEM,10,"0,5","0,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI58,SAN JUAN,,,,Laurel,,,CEM,1,1,"0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,rebr,4
004AI59,SAN JUAN,,,,LIgustro,,,CEM,6,"3,5",2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI60,SAN JUAN,,,,Palmera canarIa,,,CEM,40,"1,2",1,Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI61,SAN JUAN,,,,LIgustro,,,SePultura,6,"1,8",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI62,SAN JUAN,,,,CIruelo rojo,,,CEM,8,"2,2",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI63,SAN JUAN,,,,Coralillo,,,SePultura,6,"1,8",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI64,SAN JUAN,,,,Coralillo,,,SePultura,1,"0,5","0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,rebr,2
004AI65,SAN JUAN,,,,Coralillo,,,SePultura,1,"0,5","0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,rebr,4
004AI66,SAN JUAN,,,,Coralillo,,,SePultura,1,"0,5","0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,rebr,3
